City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,33.56,107.96,0.72,7.89,8.56,22.768767975264943,0.72,11.28,10.18,0.61,3.85,0.08,67.0,Satisfactory
Ahmedabad,31.3,107.96,0.55,8.1,8.49,21.857629072044595,0.55,10.29,7.44,0.52,2.31,0.06,60.0,Satisfactory
Ahmedabad,48.12,107.96,0.67,7.9,8.43,29.25794921112211,0.67,1.28,6.3,5.0,21.75,1.54,105.63158681809412,Moderate
Ahmedabad,57.11,107.96,0.55,8.28,8.42,23.91382751470102,0.55,14.58,2.6,2.81,14.53,1.87,90.0,Satisfactory
Ahmedabad,34.72,107.96,0.1,9.73,7.88,22.473054642685444,0.1,13.62,4.87,1.44,5.22,0.38,78.0,Satisfactory
Ahmedabad,29.22,107.96,0.06,9.57,7.77,21.674529187961898,0.06,13.58,5.08,1.37,3.65,0.32,48.0,Good
Ahmedabad,29.79,107.96,0.14,8.64,7.97,20.473428737887883,0.14,15.11,5.34,0.36,1.05,0.14,53.0,Satisfactory
Ahmedabad,59.95,107.96,0.18,8.78,8.16,21.89675163468709,0.18,11.52,2.79,0.52,1.23,0.22,91.0,Satisfactory
Ahmedabad,19.2,107.96,1.52,9.45,9.74,22.724163933151477,1.52,11.23,4.61,1.29,3.29,0.15,70.0,Satisfactory
Ahmedabad,19.52,107.96,5.89,11.26,17.15,25.362595926700966,5.89,11.56,4.4,0.58,1.44,0.07,157.0,Moderate
Ahmedabad,35.16,107.96,5.75,10.89,16.64,26.230296107942827,5.75,14.7,3.67,1.61,3.71,0.48,158.0,Moderate
Ahmedabad,33.03,107.96,7.01,10.58,17.58,27.688951202437686,7.01,12.95,3.53,1.65,3.96,0.37,169.0,Moderate
Ahmedabad,40.95,107.96,6.92,10.47,17.39,28.28545428642549,6.92,19.8,3.38,2.05,5.08,0.44,174.0,Moderate
Ahmedabad,40.29,107.96,6.74,10.52,17.26,28.15132554765266,6.74,8.27,3.57,1.85,4.34,0.39,173.0,Moderate
Ahmedabad,41.16,107.96,6.91,10.51,17.42,28.295193153322156,6.91,13.48,3.69,1.8,4.23,0.33,172.0,Moderate
Ahmedabad,36.12,107.96,7.21,11.56,17.07,28.566807022891147,7.21,13.62,6.08,1.67,2.85,0.11,190.0,Moderate
Ahmedabad,28.51,107.96,6.69,20.52,27.21,27.483671687717145,6.69,5.69,7.65,1.36,2.17,0.09,171.0,Moderate
Ahmedabad,31.59,107.96,6.99,20.42,27.41,27.36002111734945,6.99,9.23,7.9,0.72,2.29,0.12,168.0,Moderate
Ahmedabad,42.56,107.96,7.17,20.4,27.57,28.363374924671454,7.17,6.28,9.86,1.36,2.94,0.28,172.0,Moderate
Ahmedabad,48.12,107.96,7.14,20.3,27.45,28.8266222437576,7.14,6.77,12.78,1.22,3.39,0.26,173.0,Moderate
Ahmedabad,37.09,107.96,7.22,20.21,27.42,28.080886958382763,7.22,8.66,7.94,0.86,2.98,0.16,175.0,Moderate
Ahmedabad,33.4,107.96,7.4,20.09,27.5,27.91630492817353,7.4,9.95,8.39,0.8,2.13,0.07,179.0,Moderate
Ahmedabad,38.64,107.96,7.35,20.21,27.55,28.069734153648632,7.35,9.74,6.28,1.31,2.8,0.27,174.0,Moderate
Ahmedabad,40.49,107.96,7.48,20.23,27.71,29.204368696594827,7.48,8.92,21.51,1.17,3.0,0.11,176.0,Moderate
Ahmedabad,41.37,107.96,7.47,20.2,27.68,29.272578787876448,7.47,11.73,19.8,1.82,2.85,0.17,179.0,Moderate
Ahmedabad,44.56,107.96,7.49,20.06,27.55,28.692957590984584,7.49,11.23,22.77,1.38,3.36,0.44,175.0,Moderate
Ahmedabad,65.68,107.96,7.57,19.94,27.51,30.796508960301118,7.57,8.21,30.21,3.62,5.79,1.0,177.0,Moderate
Ahmedabad,33.34,107.96,7.3,20.27,27.57,27.456866395404393,7.3,6.41,32.95,0.0,0.0,0.02,175.0,Moderate
Ahmedabad,39.17,107.96,7.35,20.24,27.58,27.954892585470496,7.35,9.17,26.64,0.79,0.76,0.14,174.0,Moderate
Ahmedabad,34.0,107.96,7.41,20.1,27.51,28.112085812803663,7.41,9.64,17.17,1.21,1.8,0.15,179.0,Moderate
Ahmedabad,36.38,107.96,7.31,20.14,27.45,28.92226699685278,7.31,10.65,13.35,2.0,4.33,0.35,177.0,Moderate
Ahmedabad,38.35,107.96,7.41,20.16,27.57,28.82813432125457,7.41,9.33,18.59,1.63,3.74,0.35,180.0,Moderate
Ahmedabad,38.5,107.96,12.38,19.67,30.02,32.61515189462851,12.38,10.37,16.33,1.56,2.97,0.42,274.0,Poor
Ahmedabad,39.61,107.96,17.31,14.84,32.15,36.952990151320805,17.31,10.76,5.38,1.67,3.17,0.24,310.0,Very Poor
Ahmedabad,61.79,107.96,17.24,14.82,32.06,37.0786364545245,17.24,12.39,8.06,0.91,1.81,0.2,303.0,Very Poor
Ahmedabad,43.22,107.96,17.17,14.82,31.99,37.96275682694173,17.17,11.68,37.87,1.29,3.06,0.14,302.0,Very Poor
Ahmedabad,33.41,107.96,17.12,14.86,31.98,38.62902752212902,17.12,12.96,86.83,1.08,2.1,0.05,302.0,Very Poor
Ahmedabad,36.9,107.96,17.08,14.85,31.93,37.24079704731791,17.08,4.73,54.01,0.91,1.25,0.16,302.0,Very Poor
Ahmedabad,36.36,107.96,17.11,14.79,31.9,37.048426815312546,17.11,8.86,77.3,0.0,0.0,0.06,302.0,Very Poor
Ahmedabad,32.64,107.96,17.01,14.84,31.85,36.53533047875818,17.01,7.05,62.31,0.0,0.0,0.01,302.0,Very Poor
Ahmedabad,38.23,107.96,17.07,14.89,31.96,36.553943224284446,17.07,10.9,55.94,0.0,0.0,0.01,302.0,Very Poor
Ahmedabad,39.86,107.96,16.98,14.83,31.81,37.775669893811454,16.98,10.02,96.83,0.0,0.01,0.02,301.0,Very Poor
Ahmedabad,72.74,107.96,17.04,14.84,31.88,39.664016604078334,17.04,4.23,99.03,0.0,0.0,0.0,302.0,Very Poor
Ahmedabad,43.2,107.96,17.05,14.86,31.91,36.73944071666891,17.05,5.96,59.99,0.0,0.0,0.11,302.0,Very Poor
Ahmedabad,63.2,107.96,17.03,14.82,31.85,36.485754424044856,17.03,3.69,7.57,0.0,0.0,0.0,302.0,Very Poor
Ahmedabad,64.73,107.96,17.01,14.82,31.83,36.60085438124792,17.01,6.45,12.13,0.0,0.0,0.0,302.0,Very Poor
Ahmedabad,65.28,107.96,17.04,14.85,31.89,36.842766100156865,17.04,6.13,18.2,0.0,0.0,0.0,301.0,Very Poor
Ahmedabad,67.86,107.96,16.97,14.87,31.84,36.779594184360455,16.97,8.87,16.53,0.0,0.0,0.0,302.0,Very Poor
Ahmedabad,52.4,107.96,16.97,14.81,31.78,36.198939885235724,16.97,9.89,22.55,0.0,0.0,0.0,301.0,Very Poor
Ahmedabad,33.33,107.96,16.95,14.89,31.84,35.69255787419274,16.95,6.88,33.58,0.0,0.0,0.0,302.0,Very Poor
Ahmedabad,29.52,107.96,16.94,14.88,31.82,35.610091995982984,16.94,8.56,40.65,0.0,0.0,0.02,301.0,Very Poor
Ahmedabad,15.53,107.96,17.0,14.85,31.85,34.681001489184915,17.0,15.13,34.18,0.0,0.0,0.0,301.0,Very Poor
Ahmedabad,57.51,107.96,16.31,50.9,67.22,25.89802289140497,16.31,8.73,15.39,0.0,10.52,4.88,314.524712908315,Very Poor
Ahmedabad,50.24,107.96,9.46,12.31,21.77,29.927553057106497,9.46,11.63,13.61,0.0,3.42,0.29,226.0,Poor
Ahmedabad,61.77,107.96,8.68,15.43,24.1,30.381719126473357,8.68,8.1,18.69,0.0,4.83,0.38,276.0,Poor
Ahmedabad,46.93,107.96,7.14,11.47,18.61,28.41936601336468,7.14,7.92,19.03,0.0,3.08,0.12,209.0,Poor
Ahmedabad,43.01,107.96,6.82,9.96,16.78,27.637734726779986,6.82,11.58,20.59,0.0,2.5,0.13,179.0,Moderate
Ahmedabad,42.06,107.96,8.43,11.35,19.78,29.263195783181132,8.43,11.63,28.09,0.0,3.19,0.2,197.0,Moderate
Ahmedabad,44.94,107.96,7.14,10.94,18.07,28.88748354091961,7.14,5.85,59.38,0.0,2.21,0.24,229.0,Poor
Ahmedabad,29.58,107.96,6.61,9.94,16.55,27.312826734504434,6.61,8.82,42.9,0.0,1.87,0.13,170.0,Moderate
Ahmedabad,32.15,107.96,6.5,9.7,16.2,27.385657060803155,6.5,9.2,39.02,0.0,2.73,0.19,164.0,Moderate
Ahmedabad,36.33,107.96,7.68,12.88,20.56,28.88845626573148,7.68,8.28,43.35,0.0,4.29,0.36,195.0,Moderate
Ahmedabad,24.46,107.96,8.45,10.99,19.44,28.727788434903687,8.45,12.59,44.55,0.0,2.52,0.17,220.0,Poor
Ahmedabad,58.37,107.96,16.28,47.19,39.51,45.939793934020656,16.244999999999997,46.78,39.51,4.05,28.185000000000002,2.04,343.65652574632054,Very Poor
Ahmedabad,27.08,107.96,9.95,12.25,22.19,29.729251391661375,9.95,9.51,12.46,0.0,4.77,0.32,199.24555437887378,Moderate
Ahmedabad,59.29,107.96,9.21,9.68,18.89,30.330728704159608,9.21,5.98,7.69,0.0,3.24,0.19,217.0,Poor
Ahmedabad,65.32,107.96,10.61,9.62,20.23,31.792081625700142,10.61,3.69,4.74,0.0,3.63,0.24,254.0,Poor
Ahmedabad,47.39,107.96,9.26,10.48,19.74,29.77583101671206,9.26,7.72,7.71,0.0,3.41,0.21,241.0,Poor
Ahmedabad,43.88,107.96,8.69,19.75,28.44,29.436498606621818,8.69,4.83,11.53,0.0,3.24,0.16,244.0,Poor
Ahmedabad,28.35,107.96,9.05,13.62,22.68,28.901100047951424,9.05,7.47,15.95,0.0,3.26,0.21,243.0,Poor
Ahmedabad,3.59,107.96,11.26,14.17,25.44,29.260404467260358,11.26,9.6,20.38,0.0,4.02,0.46,244.0,Poor
Ahmedabad,3.04,107.96,16.31,21.5,37.81,34.86412181913995,16.31,13.73,30.05,0.02,9.33,0.81,327.0,Very Poor
Ahmedabad,19.14,107.96,10.33,30.6,40.93,29.687227406983038,10.33,10.96,29.36,0.0,8.36,1.0,390.0,Very Poor
Ahmedabad,69.12,107.96,8.85,32.41,41.26,30.949296205773216,8.85,15.63,28.45,0.0,7.16,0.73,231.0,Poor
Ahmedabad,76.41,107.96,17.96,34.7,52.67,38.05540103881143,17.96,15.44,31.49,0.0,7.51,1.15,396.0,Very Poor
Ahmedabad,102.49,107.96,33.31,37.85,71.17,41.22660386565321,33.31,27.32,24.85,19.81,51.29,15.05,731.0,Severe
Ahmedabad,127.94,107.96,11.14,28.38,39.52,41.59549194115894,11.14,25.59,15.17,8.14,29.23,3.24,466.0,Severe
Ahmedabad,87.18,107.96,7.83,21.51,29.34,33.978633671538965,7.83,6.98,23.17,5.59,17.26,2.28,230.0,Poor
Ahmedabad,99.73,107.96,20.16,30.23,50.39,44.715144609175894,20.16,32.74,20.91,8.58,27.22,4.15,309.0,Very Poor
Ahmedabad,84.15,107.96,15.83,32.1,47.93,39.667684279444515,15.83,19.37,23.12,8.34,23.83,4.0,519.0,Severe
Ahmedabad,92.12,107.96,18.21,32.5,50.71,40.81124841609164,18.21,31.75,29.97,6.26,26.4,4.3,397.0,Very Poor
Ahmedabad,94.02,107.96,27.14,36.97,64.11,51.941392277994396,27.14,24.88,23.51,10.85,41.2,6.14,517.0,Severe
Ahmedabad,150.27,107.96,15.9,34.86,50.77,45.98451887054249,15.9,26.35,31.96,9.13,37.83,5.06,653.0,Severe
Ahmedabad,118.91,107.96,5.42,29.22,34.64,31.72599843399907,5.42,79.47,24.89,6.23,12.93,1.74,355.0,Very Poor
Ahmedabad,91.41,107.96,5.19,23.45,28.63,27.944338708028155,5.19,25.44,6.25,0.69,1.25,0.05,227.0,Poor
Ahmedabad,95.9,107.96,10.38,33.63,44.01,33.659331450249084,10.38,30.06,27.34,3.24,11.06,1.76,316.0,Very Poor
Ahmedabad,137.87,107.96,20.2,32.98,53.18,31.17755203498185,20.2,21.89,17.41,12.76,39.39,12.08,536.0,Severe
Ahmedabad,90.71,107.96,18.12,25.73,43.85,43.47400999624681,18.12,17.89,26.02,7.32,43.71,6.04,370.0,Very Poor
Ahmedabad,108.68,107.96,17.03,32.87,49.9,45.42412283424099,17.03,22.59,19.56,12.47,51.84,7.46,551.0,Severe
Ahmedabad,98.79,107.96,17.72,31.2,48.92,44.761830829537054,17.72,26.09,30.19,8.22,41.58,5.48,393.0,Very Poor
Ahmedabad,145.75,107.96,20.61,34.71,55.33,57.44101862403995,20.61,24.66,95.94,20.08,51.51,7.31,671.0,Severe
Ahmedabad,179.43,107.96,52.33,39.42,91.75,91.59064415035573,52.33,39.15,112.01,31.75,102.65,14.97,969.0,Severe
Ahmedabad,170.52,107.96,15.49,35.22,48.6,46.435666453697834,15.49,34.03,53.98,10.76,31.62,4.83,471.0,Severe
Ahmedabad,203.4,107.96,23.03,36.63,59.66,45.731097978739115,23.03,94.3,5.36,0.0,0.0,0.0,529.0,Severe
Ahmedabad,92.71,107.96,12.92,30.65,43.57,35.759703704209,12.92,42.08,72.86,13.33,17.97,5.17,342.42162707917237,Very Poor
Ahmedabad,64.66,107.96,4.79,23.83,28.61,28.04089581774108,4.79,34.4,24.76,6.24,12.04,2.24,213.0,Poor
Ahmedabad,78.14,107.96,10.58,28.93,39.51,31.31800491247523,10.58,44.91,35.56,4.72,8.87,2.28,297.0,Poor
Ahmedabad,100.17,107.96,32.27,34.16,66.43,45.97596873169496,32.27,27.73,23.95,7.62,12.85,5.15,605.0,Severe
Ahmedabad,147.35,107.96,34.64,39.1,73.74,30.984066807058564,34.64,46.09,26.43,5.8,5.08,10.16,691.0,Severe
Ahmedabad,206.89,107.96,145.32,55.67,201.0,50.579994239838115,145.32,20.47,38.0,1.69,3.45,36.0,971.0,Severe
Ahmedabad,114.84,107.96,38.09,40.31,78.39,70.81373606773639,38.09,22.94,30.19,26.0,72.61,10.84,631.3879659302811,Severe
Ahmedabad,89.64,107.96,5.42,25.75,31.18,32.62582150043902,5.42,44.92,43.04,6.48,17.42,2.14,270.0,Poor
Ahmedabad,51.72,107.96,1.89,21.15,23.04,28.67255844317531,1.89,37.31,66.58,3.96,11.1,0.75,188.0,Moderate
Ahmedabad,54.59,107.96,2.31,18.33,20.64,27.216998364469816,2.31,19.08,42.43,3.47,10.25,1.12,114.0,Moderate
Ahmedabad,46.5,107.96,1.22,12.1,13.32,25.935270214075217,1.22,13.73,61.56,1.9,4.5,0.22,143.0,Moderate
Ahmedabad,58.37,107.96,16.28,47.19,39.51,45.939793934020656,16.244999999999997,46.78,39.51,4.05,28.185000000000002,2.04,343.65652574632054,Very Poor
Ahmedabad,122.54,107.96,75.42,44.2,119.62,126.80479105351614,75.42,13.78,60.66,73.38,105.07,17.55,1064.5779078265466,Severe
Ahmedabad,147.18,107.96,33.06,36.87,69.93,70.85980103577174,33.06,21.24,131.12,25.83,60.82,9.26,557.0,Severe
Ahmedabad,214.67,107.96,57.37,42.21,99.57,102.62318534868245,57.37,22.18,39.51,41.22,93.71,13.41,953.7087997129847,Severe
Ahmedabad,207.13,107.96,28.41,35.31,60.37,67.95948369711397,28.41,50.33,39.51,28.86,55.93,8.74,536.0,Severe
Ahmedabad,191.01,107.96,39.61,50.11,89.72,63.96836651368988,39.61,40.78,27.9,17.39,60.02,11.13,354.0,Very Poor
Ahmedabad,192.35,107.96,9.39,29.04,38.43,39.88968783969959,9.39,29.18,33.21,22.88,52.49,10.86,381.0,Very Poor
Ahmedabad,127.64,107.96,6.74,31.91,38.64,33.0817139569528,6.74,26.94,47.33,9.55,20.72,4.32,355.0,Very Poor
Ahmedabad,33.02,107.96,11.69,28.91,40.6,31.496980984919404,11.69,1.38,36.04,0.0,0.0,0.0,228.44228865055484,Poor
Ahmedabad,27.29,107.96,9.81,28.12,37.93,29.71556282970781,9.81,1.61,39.26,0.0,0.0,0.0,272.0,Poor
Ahmedabad,41.43,107.96,10.45,31.82,42.09,30.625938170791517,10.45,1.7,28.05,0.0,0.0,0.0,253.0,Poor
Ahmedabad,30.16,107.96,10.41,15.99,26.4,29.846238119333773,10.41,1.6,23.76,0.0,0.0,0.0,256.0,Poor
Ahmedabad,29.42,107.96,9.39,10.11,19.5,28.701330299788104,9.39,1.57,16.42,0.0,0.0,0.0,257.0,Poor
Ahmedabad,20.87,107.96,9.04,7.49,16.54,27.92194585666373,9.04,1.6,14.27,0.0,0.0,0.0,213.0,Poor
Ahmedabad,35.08,107.96,8.36,6.52,14.88,28.16781434503815,8.36,1.63,19.44,0.0,0.0,0.0,218.0,Poor
Ahmedabad,40.23,107.96,8.68,2.79,11.47,28.537897366817006,8.68,1.69,15.16,0.0,0.0,0.0,214.0,Poor
Ahmedabad,54.25,107.96,8.11,2.78,10.89,28.82368301300057,8.11,1.42,18.46,0.0,0.0,0.0,207.0,Poor
Ahmedabad,49.04,107.96,7.38,1.65,9.03,27.85814333955068,7.38,1.44,15.33,0.0,0.0,0.0,169.0,Moderate
Ahmedabad,35.87,107.96,7.5,1.67,9.13,27.388223956217537,7.5,1.53,17.0,0.0,0.0,0.0,171.45366847174003,Moderate
Ahmedabad,46.3,107.96,7.3,1.8,9.1,27.910198610844894,7.3,1.8,24.0,0.0,0.0,0.0,181.31108189870454,Moderate
Ahmedabad,39.15,107.96,7.05,1.9,8.95,27.10195701205325,7.05,1.4,15.0,0.0,0.0,0.0,169.2253398273036,Moderate
Ahmedabad,45.3,107.96,6.7,2.5,9.3,27.460351117330262,6.7,0.9,27.0,0.0,0.0,0.0,173.56998660553862,Moderate
Ahmedabad,43.61,107.96,7.7,3.93,11.62,28.075503958010437,7.7,1.32,21.64,0.0,0.0,0.0,182.98838168594742,Moderate
Ahmedabad,58.37,107.96,16.28,47.19,39.51,45.939793934020656,16.244999999999997,46.78,39.51,4.05,28.185000000000002,2.04,343.65652574632054,Very Poor
Ahmedabad,34.89,107.96,24.46,11.73,27.15,44.323565926457064,24.46,14.6,82.14,0.0,0.0,0.0,388.1396370438757,Very Poor
Ahmedabad,38.13,107.96,46.51,48.06,43.98,66.24182935362295,46.51,23.13,39.51,0.0,0.0,0.0,1842.0,Severe
Ahmedabad,36.47,107.96,0.98,37.13,22.38,23.877942292895074,0.98,19.01,39.51,0.0,0.0,0.0,72.0,Satisfactory
Ahmedabad,40.9,107.96,4.09,36.77,24.99,26.797625242093744,4.09,17.01,39.51,0.0,0.0,0.0,91.0,Satisfactory
Ahmedabad,34.19,107.96,6.02,34.38,20.93,28.56832835312056,6.02,14.17,39.51,0.0,0.0,0.0,124.0,Moderate
Ahmedabad,32.92,107.96,4.92,36.8,25.92,27.18263625144074,4.92,14.66,39.51,0.0,0.0,0.0,145.0,Moderate
Ahmedabad,41.39,107.96,100.77,54.7,48.42,118.30257196078355,100.77,15.75,39.51,0.0,0.0,0.13,499.0,Severe
Ahmedabad,31.71,107.96,1.67,22.75,18.5,23.237835580760724,1.67,15.47,39.51,0.0,0.0,0.0,557.0,Severe
Ahmedabad,33.48,107.96,1.94,30.88,27.87,23.5166984973545,1.94,14.26,39.51,0.0,0.0,0.0,114.0,Moderate
Ahmedabad,30.8,107.96,2.57,25.15,24.2,23.67248333487045,2.57,17.02,39.51,0.0,0.0,0.0,148.0,Moderate
Ahmedabad,30.47,107.96,1.64,38.78,36.5,23.00553965456099,1.64,15.8,39.51,0.0,0.01,0.0,99.0,Satisfactory
Ahmedabad,34.64,107.96,6.67,39.23,38.7,27.83972779830542,6.67,15.07,39.51,0.0,0.0,0.0,117.0,Moderate
Ahmedabad,43.71,107.96,8.85,39.95,40.31,30.2516933588192,8.85,15.37,39.51,0.0,0.0,0.0,275.0,Poor
Ahmedabad,46.52,107.96,3.87,33.24,33.53,24.643348273428323,3.87,15.0,6.9,0.0,0.0,0.0,183.0,Moderate
Ahmedabad,36.54,107.96,18.76,20.32,33.01,20.436966284950234,18.76,16.78,11.46,6.37,11.68,8.7,336.0,Very Poor
Ahmedabad,36.87,107.96,26.51,23.28,47.75,31.700971463820007,26.51,13.74,4.91,4.83,12.77,6.74,468.0,Severe
Ahmedabad,46.19,107.96,86.72,29.66,116.39,105.8486853282866,86.72,14.31,4.77,5.5,26.78,0.99,776.0,Severe
Ahmedabad,48.44,107.96,84.21,30.66,114.87,95.66561280272184,84.21,15.67,4.26,1.62,7.1,0.23,805.0,Severe
Ahmedabad,40.18,107.96,72.58,28.27,100.85,82.34934393269481,72.58,14.63,4.33,0.0,0.3,0.0,705.0,Severe
Ahmedabad,33.5,107.96,79.53,30.42,109.95,87.82907566829402,79.53,14.95,4.81,0.0,0.0,0.0,740.0,Severe
Ahmedabad,29.36,107.96,83.72,29.75,113.47,91.14477668435315,83.72,15.31,3.68,0.0,0.0,0.0,751.0,Severe
Ahmedabad,44.59,107.96,89.85,29.34,119.19,97.21816156077944,89.85,14.18,4.91,0.13,0.0,0.0,798.0,Severe
Ahmedabad,50.65,107.96,10.63,13.0,19.88,58.74075191843098,10.63,13.06,6.21,33.6,19.27,0.09,494.0,Severe
Ahmedabad,33.93,107.96,5.06,13.41,16.13,26.70520345117926,5.06,19.54,6.16,3.24,0.04,0.0,234.0,Poor
Ahmedabad,58.37,107.96,16.28,47.19,39.51,45.939793934020656,16.244999999999997,46.78,39.51,4.05,28.185000000000002,2.04,343.65652574632054,Very Poor
Ahmedabad,43.9,107.96,2.77,28.09,22.68,24.03697771689083,2.77,15.37,0.61,0.56,0.11,0.07,140.1463369444393,Moderate
Ahmedabad,93.34,107.96,9.72,27.88,34.75,31.67581482781859,9.72,13.18,1.4,0.1,0.0,0.0,327.0,Very Poor
Ahmedabad,38.06,107.96,6.96,22.63,29.58,26.323339120955403,6.96,14.75,3.47,2.67,6.25,1.44,257.0,Poor
Ahmedabad,20.19,107.96,10.41,18.13,28.54,31.526143833812036,10.41,15.01,4.9,8.43,13.81,2.64,300.0,Poor
Ahmedabad,10.45,107.96,12.59,17.81,30.41,30.53807800617976,12.59,14.26,5.87,5.66,18.88,3.59,309.0,Very Poor
Ahmedabad,29.87,107.96,13.53,14.69,28.22,24.129621288986584,13.53,14.56,9.6,8.99,19.6,7.22,316.0,Very Poor
Ahmedabad,60.18,107.96,8.64,13.25,21.89,28.48370469484253,8.64,15.3,13.19,3.04,10.46,2.29,296.0,Poor
Ahmedabad,85.1,107.96,8.14,12.91,21.04,30.733607771921825,8.14,14.51,12.45,2.64,9.08,1.5,240.0,Poor
Ahmedabad,55.55,107.96,8.38,13.45,21.83,30.66857823383713,8.38,16.6,11.84,3.91,8.47,1.27,220.0,Poor
Ahmedabad,170.22,107.96,15.47,17.88,33.33,41.46040406689604,15.47,14.21,10.05,3.98,8.81,1.57,460.0,Severe
Ahmedabad,35.05,107.96,7.66,16.07,23.73,28.57284540050208,7.66,16.13,9.81,3.92,7.92,1.36,341.0,Very Poor
Ahmedabad,37.68,107.96,6.39,9.49,15.88,27.700568330883854,6.39,16.15,13.7,2.5,6.9,0.92,216.0,Poor
Ahmedabad,32.78,107.96,6.08,12.1,20.94,23.825132775361283,6.08,12.29,13.13,2.6,10.38,2.52,174.0,Moderate
Ahmedabad,53.5,107.96,12.0,14.19,26.57,33.274297217408225,12.0,16.32,5.48,7.94,13.77,2.91,252.0,Poor
Ahmedabad,48.24,107.96,10.91,15.52,26.43,31.895208172118657,10.91,16.16,5.98,6.48,11.94,2.44,283.0,Poor
Ahmedabad,63.27,107.96,8.82,13.23,25.6,31.063928146369523,8.82,24.81,8.68,4.04,11.75,1.63,282.0,Poor
Ahmedabad,40.43,107.96,7.42,10.29,23.27,27.632262197999037,7.42,12.24,5.0,2.99,8.49,1.36,189.0,Moderate
Ahmedabad,31.15,107.96,8.91,9.94,18.86,29.205327320064086,8.91,21.48,12.97,3.07,7.01,1.11,204.0,Poor
Ahmedabad,33.76,107.96,9.15,12.22,21.37,29.525712487428866,9.15,17.68,8.36,2.68,8.58,1.24,207.0,Poor
Ahmedabad,35.95,107.96,10.05,9.75,19.8,29.42109086689193,10.05,16.66,8.61,2.59,9.85,1.74,218.0,Poor
Ahmedabad,58.07,107.96,10.51,8.67,19.18,27.783064077760084,10.51,21.2,19.87,3.49,11.59,3.3,243.0,Poor
Ahmedabad,46.04,107.96,9.72,8.75,18.46,29.523556258910066,9.72,17.27,10.35,2.09,6.33,1.19,219.0,Poor
Ahmedabad,52.27,107.96,10.79,9.23,20.02,31.239630793571152,10.79,19.62,9.14,4.67,8.96,1.89,247.0,Poor
Ahmedabad,46.68,107.96,10.08,9.3,19.73,30.40690124713364,10.08,17.77,15.97,2.98,7.55,1.4,235.0,Poor
Ahmedabad,44.59,107.96,10.47,7.39,17.86,31.268741226760334,10.47,17.62,11.2,2.88,6.65,1.0,234.0,Poor
Ahmedabad,30.81,107.96,9.36,7.86,17.22,28.615154123355573,9.36,17.58,15.72,1.96,4.87,0.97,217.0,Poor
Ahmedabad,47.67,107.96,9.63,8.39,18.02,30.227079472322778,9.63,16.95,18.89,2.41,6.07,1.07,222.0,Poor
Ahmedabad,35.69,107.96,9.38,8.14,18.2,29.52164641776502,9.38,16.72,14.63,1.77,5.62,0.78,241.0,Poor
Ahmedabad,36.44,107.96,9.59,7.07,16.66,30.068641886612458,9.59,17.76,14.99,1.53,5.32,0.59,225.0,Poor
Ahmedabad,33.83,107.96,10.14,7.82,18.27,29.907485159268,10.14,17.93,13.9,1.49,4.8,0.66,241.0,Poor
Ahmedabad,34.23,107.96,10.17,7.14,17.3,29.740258872946917,10.17,18.76,13.79,1.35,3.9,0.58,237.0,Poor
Ahmedabad,52.15,107.96,10.7,7.15,17.85,32.69459960137879,10.7,16.32,14.67,2.75,8.02,0.91,251.0,Poor
Ahmedabad,35.99,107.96,9.91,8.65,18.56,23.153106726174137,9.91,19.29,18.16,1.77,4.13,2.96,220.0,Poor
Ahmedabad,37.93,107.96,9.75,9.2,18.95,28.881073540929915,9.75,19.07,15.42,2.23,4.58,1.11,221.0,Poor
Ahmedabad,31.94,107.96,9.5,7.84,17.34,28.661412242015647,9.5,16.87,14.27,1.12,3.59,0.65,226.0,Poor
Ahmedabad,18.04,107.96,7.3,7.02,17.19,26.025139299426037,7.3,15.49,19.0,0.61,2.32,0.36,208.0,Poor
Ahmedabad,27.9,107.96,9.52,9.55,21.06,27.547256269189468,9.52,14.48,21.74,1.28,5.49,1.3,190.0,Moderate
Ahmedabad,36.51,107.96,10.07,10.68,21.06,27.630177547186864,10.07,18.22,22.56,1.53,6.64,1.82,250.0,Poor
Ahmedabad,55.71,107.96,11.17,12.86,24.03,27.007336761403174,11.17,17.75,21.14,2.55,10.55,3.43,280.0,Poor
Ahmedabad,57.01,107.96,13.68,11.99,25.67,26.765433587850453,13.68,18.36,20.81,3.0,15.01,4.97,306.0,Very Poor
Ahmedabad,53.94,107.96,10.01,12.54,22.55,29.506390904869292,10.01,18.85,24.79,2.72,9.57,2.13,249.0,Poor
Ahmedabad,49.34,107.96,9.75,8.67,18.43,30.927956624522093,9.75,15.82,26.39,2.02,6.6,0.97,213.0,Poor
Ahmedabad,58.37,107.96,16.28,47.19,39.51,45.939793934020656,16.244999999999997,46.78,39.51,4.05,28.185000000000002,2.04,135.0,Moderate
Ahmedabad,58.37,107.96,16.28,47.19,39.51,45.939793934020656,16.244999999999997,46.78,39.51,4.05,28.185000000000002,2.04,343.65652574632054,Very Poor
Ahmedabad,58.37,107.96,16.28,47.19,39.51,45.939793934020656,16.244999999999997,46.78,39.51,4.05,28.185000000000002,2.04,343.65652574632054,Very Poor
Ahmedabad,42.22,107.96,10.17,9.74,19.91,28.705571473324696,10.17,14.36,14.84,2.32,7.96,1.89,220.52838622761476,Poor
